ENG_NAME,year,ndvi_crop,rain_gs,drought_class,drought_pixel_rate,cropland_pct,county_id,post_2010,event_time,drought_treated,drought_post,high_agriculture,drought_post_high_agri,ndvi_baseline,high_ndvi,drought_post_high_ndvi,high_elevation,drought_post_high_elev,pop_density_2000,drought_post_high_density,net_migration,net_migration_per_1000,births,deaths,births_source,deaths_source,high_elev,high_density,urban_core,pop_density,agri_employ_ratio,agri_gdp_ratio,gdp_pc,income_rural,elev_mean,agri_machinery_power,rural_investment,CHN_NAME,high_pop_density,high_agri_employ_ratio,high_agri_gdp_ratio,high_gdp_pc,high_income_rural,high_elev_mean
Xiuwen,2012,0.489679081632653,911.6644653194152,,,0.2790995482418099,74,1,2,1,1,0,0,0.531109199134199,0,0,0,0,270.7749766573296,1,-2480.0,-2.48,4030.0,1550.0,real,real,0,1,False,289.179104477612,0.5587657474030598,0.1441325098259404,28134.0,7460.0,1270.0428617010464,21.0,1350200.0,修文县,1,0,0,1,1,1
Yunyan,2012,0.4794452779696133,919.3469296410196,,,1.6371877072739325,78,1,2,1,1,0,0,0.536317225627302,0,0,0,0,193.3871383381025,0,-7840.0,-7.84,12740.0,4900.0,real,real,0,0,True,,,0.0009744159169706,45030.0,10356.0,1189.6217249896604,,2326675.0,云岩区,0,0,0,1,1,1
Baiyun,2012,0.5239758333333333,940.1841880350254,,,0.463004993191103,1,1,2,1,1,0,0,0.53054625,0,0,0,0,193.3871383381025,0,-2160.0,-2.16,3510.0,1350.0,real,real,0,0,True,,,0.0316120164932259,37724.0,10256.0,1326.761683561893,,2241154.0,白云区,0,0,0,1,1,1
Bozhou,2012,0.5214551994299722,970.0424995898544,,,0.3291591893929039,3,1,2,0,0,0,0,0.56792391370366,1,0,0,0,193.3871383381025,0,,,,,,,0,0,,,,,,,,,,遵义县,0,0,0,0,0,0
Chishui,2012,0.0,1134.1468585087991,,,0.0,7,1,2,0,0,0,0,0.0,0,0,0,0,161.02165463631317,0,-2480.0,-2.48,4030.0,1550.0,real,real,0,0,False,167.3866090712743,0.5178691655559983,0.1686938267010751,20716.0,6537.0,779.6689136648356,13.0,697023.0,赤水市,0,0,0,1,1,0
Daozhengelaozumiaozu,2012,0.5325171042572449,1125.5530708422814,,,0.362037708402099,11,1,2,0,0,0,0,0.5922148730712615,1,0,0,0,148.4230055658627,0,-2720.0,-2.72,4420.0,1700.0,real,real,0,0,False,157.69944341372914,0.4595757449111357,0.3233387358184765,10159.0,4137.0,1023.4502414594908,17.0,260845.0,道真仡佬族苗族自治县,0,0,1,1,1,0
Fenggang,2012,0.50308125,1002.4461482833082,,,0.0132555880100867,15,1,2,0,0,0,0,0.5404666666666667,0,0,0,0,207.11630377057887,0,-13520.0,-13.52,5590.0,2150.0,real,real,0,0,False,228.1167108753316,0.5508902492076316,0.3415391762155466,10501.0,5211.0,866.3270212753873,38.0,171640.0,凤冈县,1,0,1,1,1,0
Huichuan,2012,0.4834472222222223,994.0792974583908,,,0.0657557984365592,24,1,2,0,0,0,0,0.5739479166666668,1,0,0,0,193.3871383381025,0,-3600.0,-3.6,5850.0,2250.0,real,real,0,0,True,,,0.0367050789586,36523.0,8340.0,1067.1800652055215,,985792.0,汇川区,0,0,0,1,1,1
Meitan,2012,0.4932755747126437,1001.2856322443736,,,0.1738245866094767,39,1,2,0,0,0,0,0.5481515151515151,0,0,0,0,249.32249322493223,0,-14000.0,-14.0,6370.0,2450.0,real,real,0,1,False,262.593783494105,0.6277064099615599,0.273661301292224,11805.0,6816.0,950.684546270599,26.0,599800.0,湄潭县,1,1,1,1,1,0
Renhuai,2012,0.527525092401377,999.1002114296334,,,0.845914833623062,51,1,2,1,1,0,0,0.583264056773052,1,1,0,0,313.19910514541385,1,4640.0,4.64,8840.0,3400.0,real,real,0,1,False,380.31319910514543,0.5057903390659023,0.0424201966258041,60177.0,6753.0,936.6090628132948,28.0,1097642.0,仁怀市,1,0,0,1,1,0
Suiyang,2012,0.5134545421318447,1055.503157674663,,,0.499793049936647,60,1,2,0,0,0,0,0.5427392643540669,0,0,0,0,190.95869056897897,0,5680.0,5.68,7150.0,2750.0,real,real,0,0,False,214.3413873733437,0.5322594399962098,0.3415096642929807,12946.0,6768.0,1070.4712017211737,29.0,490432.0,绥阳县,1,0,1,1,1,1
Tongzi,2012,0.5042615334843092,1065.7148274105111,,,0.4280443029668578,63,1,2,0,0,0,0,0.5655951256335598,1,0,0,0,196.875,0,4320.0,4.32,9360.0,3600.0,real,real,0,0,False,224.4389027431421,0.4405688963349052,0.2007036987581786,14455.0,5981.0,1106.5277369331918,29.0,465008.0,桐梓县,1,0,0,1,1,1
Wuchuangelaozumiaozu,2012,0.4865977828730382,1161.6693723554306,,,0.3173505550547649,68,1,2,0,0,0,0,0.5624551943543592,1,0,0,0,147.85430941218897,0,-13680.0,-13.68,5850.0,2250.0,real,real,0,0,False,162.04537270435722,0.5560436654831155,0.3462707670554966,8924.0,4052.0,971.7151781188848,17.0,305613.0,务川仡佬族苗族自治县,0,0,1,0,1,0
Xishui,2012,0.5680079301075269,1042.5957543903598,,,0.1542982328473391,73,1,2,0,0,0,0,0.5727101967253176,1,0,0,0,207.80051150895144,0,-5760.0,-5.76,9360.0,3600.0,real,real,0,0,False,230.1790281329924,0.4176467541954106,0.178838051791225,14396.0,4572.0,1055.913004961386,18.0,1133518.0,习水县,1,0,0,1,1,1
Yuqing,2012,0.5034070496555374,928.4924595487596,,,0.1213940636677859,80,1,2,0,0,0,0,0.5535511393909587,0,0,0,0,172.5200246457178,0,-2400.0,-2.4,3900.0,1500.0,real,real,0,0,False,184.9568434032059,0.4884989964419304,0.2674876981957353,15636.0,6147.0,858.6839093305092,16.0,414016.0,余庆县,0,0,1,1,1,0
Zhengan,2012,0.5406946143760887,1150.8498720541136,,,0.5374867708657205,82,1,2,0,0,0,0,0.5777959473460957,1,0,0,0,219.65317919075144,0,-5120.0,-5.12,8320.0,3200.0,real,real,0,1,False,246.6281310211946,0.3417696015374362,0.3693123772102161,9342.0,4333.0,1010.2574987549216,30.0,439272.0,正安县,1,0,1,0,1,0
Honghuagang,2012,0.0,968.8512148045888,,,0.0,21,1,2,0,0,0,0,0.0,0,0,0,0,193.3871383381025,0,-5360.0,-5.36,8710.0,3350.0,real,real,0,0,True,,,0.0427107318614835,33058.0,8134.0,951.67604126838,,1933119.0,红花岗区,0,0,0,1,1,0
Bijiang,2012,0.5384397058823531,934.2065147157296,,,0.1752654670805311,2,1,2,0,0,0,0,0.5371727829768272,0,0,0,0,231.17569352708057,0,-93120.0,-93.12,3900.0,1500.0,real,real,0,1,True,296.4426877470356,0.5089359729736957,0.0957478415439309,26359.0,6310.0,480.0785600733912,,1219917.0,碧江区,1,0,0,1,1,0
Dejiang,2012,0.4871841346851234,1023.1652713642104,,,0.282678600620447,12,1,2,0,0,0,0,0.5511258566690383,0,0,0,0,217.1814671814672,0,-4240.0,-4.24,6890.0,2650.0,real,real,0,0,False,255.79150579150576,0.4839464722911167,0.3442300079176564,13779.0,4138.0,834.0340111867258,29.0,275583.0,德江县,1,0,1,1,1,0
Jiangkou,2012,0.0,900.1554930821911,,,0.0,26,1,2,0,0,0,0,0.0,0,0,0,0,117.6470588235294,0,-1920.0,-1.92,3120.0,1200.0,real,real,0,0,False,127.86361214704316,0.5420399965068553,0.2971410146173688,13484.0,4662.0,775.3314325950691,7.0,565810.0,江口县,0,0,1,1,1,0
Shiqian,2012,0.5649270833333333,883.0781324349698,,,0.0203202837975991,56,1,2,0,0,0,0,0.5306109375,0,0,0,0,174.95395948434623,0,-3280.0,-3.28,5330.0,2050.0,real,real,0,0,False,188.67924528301887,0.5714000897173902,0.3711518162061472,10627.0,4521.0,858.7504097054716,,376447.0,石阡县,0,0,1,1,1,0
Sinan,2012,0.5112154761904762,898.9995387101966,,,0.0477461813002081,58,1,2,0,0,0,0,0.5319536904761905,0,0,0,0,246.52622142536976,0,-5360.0,-5.36,8710.0,3350.0,real,real,0,1,False,300.3137606454505,0.4899905126921054,0.3120849358974359,12541.0,4335.0,710.428724605623,16.0,1078219.0,思南县,1,0,1,1,1,0
Songtaomiaozu,2012,0.5220724955623892,1008.9181967414048,,,0.106202726155739,59,1,2,0,0,0,0,0.5385140032762183,0,0,0,0,223.698007689619,0,-5680.0,-5.68,9230.0,3550.0,real,real,0,1,False,248.33857992305,0.5420591696804228,0.2983024691358025,12682.0,4346.0,710.7590061560487,38.0,677288.0,松桃苗族自治县,1,0,1,1,1,0
Wanshan,2012,0.5167822916666667,917.4452616279824,,,0.0593635528737197,65,1,2,0,0,0,0,0.5727885416666667,1,0,0,0,193.3871383381025,0,79440.0,79.44,1950.0,750.0,real,real,0,0,True,178.57142857142858,0.4658865472528104,0.2557062412013139,18875.0,4229.0,605.2696689639718,,362014.0,万山区,0,0,1,1,1,0
Yanhetujiazu,2012,0.5138360401621445,1065.6308750728756,,,0.8710159395916927,76,1,2,0,0,0,0,0.5491390832526125,0,0,0,0,222.7622519238558,0,-5280.0,-5.28,8580.0,3300.0,real,real,0,1,False,267.314702308627,0.5714628017424107,0.3320423387096774,11042.0,4370.0,751.2053990056814,30.0,785720.0,沿河土家族自治县,1,0,1,1,1,0
Yinjiangtujiazuandmiaozu,2012,0.554995238095238,923.2507017644886,,,0.0253834013459175,77,1,2,0,0,0,0,0.5717520833333334,1,0,0,0,209.0770015298317,0,-3520.0,-3.52,5720.0,2200.0,real,real,0,0,False,224.37531871494136,0.4384720550125492,0.3835708982925018,14269.0,4396.0,911.9338661168616,27.0,562165.0,印江土家族苗族自治县,1,0,1,1,1,0
Yupingdongzu,2012,0.5250844223484848,830.9270695665369,,,0.1911698281533182,79,1,2,0,0,0,0,0.5162242187499999,0,0,0,0,271.3178294573643,0,-1200.0,-1.2,1950.0,750.0,real,real,0,1,False,286.25954198473283,0.4395067254010506,0.1249359959037378,33130.0,6092.0,506.20051194888185,26.0,656700.0,玉屏侗族自治县,1,0,0,1,1,0
Cengong,2012,0.0,831.1652560801871,,,0.0,5,1,2,0,0,0,0,0.0,0,0,0,0,141.22394082044386,0,-1840.0,-1.84,2990.0,1150.0,real,real,0,0,False,154.67383994620042,0.5685735066249249,0.2228673514962036,13932.0,4629.0,672.7579543413644,20.0,143396.0,岑巩县,0,0,0,1,1,0
Congjiang,2012,0.5253896357603551,1026.1978648175905,,,0.0677082795905818,8,1,2,1,1,0,0,0.5535379963091378,0,0,0,0,92.47842170160295,0,7280.0,7.28,4550.0,1750.0,real,real,0,0,False,107.89149198520346,0.674737643735586,0.3033964211975223,9991.0,4628.0,682.4750570549642,12.0,329552.0,从江县,0,1,1,0,1,0
Danzhai,2012,0.4965734296852015,1004.380324527765,,,1.3763281930347002,10,1,2,1,1,0,0,0.5484241762283024,0,0,0,0,159.9147121535181,0,-1360.0,-1.36,2210.0,850.0,real,real,0,0,False,181.2366737739872,0.424601935685295,0.252023653088042,12499.0,4359.0,878.6569678132201,5.0,255829.0,丹寨县,0,0,1,1,1,0
Huangping,2012,0.5200883361556231,919.1100585923004,,,1.1529161098511465,22,1,2,0,0,0,0,0.5331299919251149,0,0,0,0,197.84172661870505,0,-13120.0,-13.12,4940.0,1900.0,real,real,0,0,False,227.81774580335733,0.6718142924768447,0.312307092751364,9802.0,4349.0,894.3895322640849,21.0,255653.0,黄平县,1,1,1,0,1,0
Jianhe,2012,0.4659395833333333,834.2507409585426,,,0.0114101617558225,27,1,2,0,0,0,0,0.5425614583333334,0,0,0,0,98.03921568627452,0,-2080.0,-2.08,3380.0,1300.0,real,real,0,0,False,119.48529411764706,0.532940786658015,0.2707695831424645,12106.0,4413.0,819.8286879358895,13.0,205313.0,剑河县,0,0,1,1,1,0
Jinping,2012,0.543396155299989,997.378319085244,,,0.6768634021617014,28,1,2,0,0,0,0,0.5588215797942088,0,0,0,0,131.49655604257984,0,-1840.0,-1.84,2990.0,1150.0,real,real,0,0,False,144.02003757044457,0.4722139649229929,0.1748958333333333,13804.0,4255.0,621.1858835990292,14.0,165452.0,锦屏县,0,0,0,1,1,0
Kaili,2012,0.5206199779541446,964.5297646527688,,,0.1295503872491013,30,1,2,0,0,0,0,0.5500083109267275,0,0,0,0,329.24961715160794,0,-4000.0,-4.0,6500.0,2500.0,real,real,0,1,True,382.8483920367535,0.4943875006304605,0.0690510772210118,25606.0,6081.0,854.5428967462259,25.0,1722260.0,凯里市,1,0,0,1,1,0
Leishan,2012,0.0,985.5408746628405,,,0.0,32,1,2,1,1,0,0,0.0,0,0,0,0,114.84823625922888,0,-1200.0,-1.2,1950.0,750.0,real,real,0,0,False,124.58471760797342,0.5481116341911376,0.2469019876627827,12527.0,4560.0,1165.3277085364512,15.0,122100.0,雷山县,0,0,1,1,1,1
Liping,2012,0.5412987380549109,1034.6333344640948,,,0.0699572414605866,34,1,2,0,0,0,0,0.5486270520983627,0,0,0,0,108.08376491781132,0,-4240.0,-4.24,6890.0,2650.0,real,real,0,0,False,119.34249043008332,0.5276561550269402,0.2205092946269417,10129.0,4484.0,697.8561308568529,32.0,523029.0,黎平县,0,0,0,0,1,0
Majiang,2012,0.5269147163120568,1011.1645693773768,,,0.2342795368308867,38,1,2,1,1,0,0,0.5583096631205673,0,0,0,0,174.85428809325563,0,8320.0,8.32,2860.0,1100.0,real,real,0,0,False,179.4453507340946,0.6358986577714241,0.2375286041189931,13197.0,4422.0,984.9345690241216,12.0,259124.0,麻江县,0,1,1,1,1,0
Rongjiang,2012,0.4996621468926555,931.153104611928,,,0.1059165205740615,52,1,2,1,1,0,0,0.5657995762711865,1,1,0,0,96.50180940892642,0,7200.0,7.2,4680.0,1800.0,real,real,0,0,False,109.22330097087378,0.5751088551449889,0.3401680672268907,10397.0,4348.0,704.0477090802241,11.0,398864.0,榕江县,0,1,1,1,1,0
Sansui,2012,0.43243125,789.400145912114,,,0.024231712184275,54,1,2,0,0,0,0,0.5029312499999999,0,0,0,0,193.05019305019303,0,-1760.0,-1.76,2860.0,1100.0,real,real,0,0,False,212.3552123552124,0.3663017420489052,0.1926679555340744,13333.0,4642.0,748.7242194533794,8.0,241356.0,三穗县,0,0,0,1,1,0
Shibing,2012,0.5627816287878789,864.5905718556264,,,0.1800570020027731,55,1,2,0,0,0,0,0.5526907024793388,0,0,0,0,97.15025906735752,0,-1360.0,-1.36,2210.0,850.0,real,real,0,0,False,111.03853690398432,0.7291517944058667,0.2511392405063291,15157.0,4954.0,875.5670288711707,15.0,200329.0,施秉县,0,1,1,1,1,0
Taijiang,2012,0.0,863.9941961174604,,,0.0,61,1,2,0,0,0,0,0.0,0,0,0,0,132.66998341625208,0,-1280.0,-1.28,2080.0,800.0,real,real,0,0,False,144.4043321299639,0.4731442429354702,0.235064935064935,13934.0,4234.0,911.2337867219009,7.0,245596.0,台江县,0,0,1,1,1,0
Tianzhu,2012,0.5253058047361027,932.2115701865662,,,1.2004976853149187,62,1,2,0,0,0,0,0.544185879490267,0,0,0,0,172.64879600181737,0,-3280.0,-3.28,5330.0,2050.0,real,real,0,0,False,186.278964107224,0.4568195034667859,0.2160091854000483,15974.0,4841.0,548.1530754757761,11.0,450743.0,天柱县,0,0,0,1,1,0
Zhenyuan,2012,0.5287124999999999,818.4931062602101,,,0.0132085821597119,84,1,2,0,0,0,0,0.5126375,0,0,0,0,127.79552715654953,0,-12160.0,-12.16,3380.0,1300.0,real,real,0,0,False,138.44515441959533,0.5574684293606945,0.2200181347150259,19015.0,4884.0,787.3571901247955,14.0,312994.0,镇远县,0,0,0,1,1,0
Duyun,2012,0.5049305420131922,973.738730055471,,,0.7528896069997555,14,1,2,1,1,0,0,0.5303353348150271,0,0,0,0,202.2867194371152,0,-3840.0,-3.84,6240.0,2400.0,real,real,0,0,True,211.0817941952507,0.5307319496689548,0.0723298185990443,24946.0,6543.0,1034.146153426948,30.0,740249.0,都匀市,0,0,0,1,1,1
Dushan,2012,0.4840706416560957,959.2036520624472,,,2.268073886546551,13,1,2,1,1,0,0,0.5094219291331896,0,0,0,0,139.05930470347647,0,-2800.0,-2.8,4550.0,1750.0,real,real,0,0,False,143.32514332514333,0.5596026490066225,0.2288367012561442,14011.0,5195.0,986.5949479193964,22.0,248389.0,独山县,0,0,1,1,1,0
Fuquan,2012,0.4853454866679611,965.1429657686044,,,1.9000415442423029,16,1,2,1,1,0,0,0.5462666155513287,0,0,0,0,177.72511848341233,0,-2640.0,-2.64,4290.0,1650.0,real,real,0,0,True,195.4976303317536,0.6099794747430956,0.0951721349149937,28387.0,5678.0,1096.739593457757,,671691.0,福泉市,0,1,0,1,1,1
Guiding,2012,0.4887503200013058,981.8911274193724,,,1.9846145338437,19,1,2,1,1,0,0,0.5430811791514438,0,0,0,0,165.64417177914112,0,-2320.0,-2.32,3770.0,1450.0,real,real,0,0,False,178.2421634910879,0.4855567805953693,0.13792337338472,19156.0,5425.0,1194.31585973154,20.0,331410.0,贵定县,0,0,0,1,1,1
Huishui,2012,0.4948202177277129,930.8273717931056,,,3.2161450122685062,25,1,2,1,1,1,1,0.5055148811268686,0,0,0,0,165.9919028340081,0,-3600.0,-3.6,5850.0,2250.0,real,real,0,0,False,182.18623481781376,0.5806142249421599,0.2425788497217068,12493.0,5488.0,1141.0596128201453,22.0,541042.0,惠水县,0,1,1,1,1,1
Libo,2012,0.5748560363495747,1023.9861434299738,,,0.3420179137960863,33,1,2,1,1,0,0,0.5719060132083291,1,1,0,0,67.34006734006734,0,-1440.0,-1.44,2340.0,900.0,real,real,0,0,False,74.01315789473684,0.5693483691811567,0.1509574080815435,19014.0,5124.0,773.2017447387195,,226653.0,荔波县,0,0,0,1,1,0
Longli,2012,0.5177822807748975,992.135570494774,,,1.561627333953895,36,1,2,1,1,0,0,0.5547468480049857,0,0,0,0,131.49243918474687,0,-1760.0,-1.76,2860.0,1100.0,real,real,0,0,False,144.64168310322157,0.762907334211682,0.1099378216123499,25970.0,5631.0,1302.3564718282144,16.0,381520.0,龙里县,0,1,0,1,1,1
Luodian,2012,0.5117252140373287,950.7569681072272,,,1.42830075791035,37,1,2,1,1,0,0,0.5307700492502923,0,0,0,0,99.56853634251576,0,-2720.0,-2.72,4420.0,1700.0,real,real,0,0,False,112.84434118818452,0.5634858134173344,0.2310267725801706,13449.0,5371.0,737.744283441668,13.0,285508.0,罗甸县,0,0,1,1,1,0
Pingtang,2012,0.5016363414684414,939.2075892332714,,,1.3923893833101004,44,1,2,1,1,0,0,0.5362436109471612,0,0,0,0,102.65486725663716,0,-2560.0,-2.56,4160.0,1600.0,real,real,0,0,False,113.27433628318585,0.6954090776795698,0.286036036036036,11653.0,4955.0,979.8430777209434,15.0,281874.0,平塘县,0,1,1,1,1,0
Sandushuizu,2012,0.5266985642135645,969.270125333096,,,0.9778627380074192,53,1,2,1,1,0,0,0.5512158499278494,0,0,0,0,130.25210084033614,0,-2880.0,-2.88,4680.0,1800.0,real,real,0,0,False,150.0,0.5800129600432682,0.2395772124686492,9795.0,4962.0,747.0714492320969,14.0,240548.0,三都水族自治县,0,1,1,0,1,0
Wengan,2012,0.5032238358543076,963.9833423224336,,,0.2552088108325727,67,1,2,0,0,0,0,0.539987715397837,0,0,0,0,217.83181357649443,0,6320.0,6.32,6110.0,2350.0,real,real,0,0,False,238.0952380952381,0.4346189965787177,0.1850767706785537,15905.0,5791.0,1052.1480135938252,35.0,712732.0,瓮安县,1,0,0,1,1,1
Changshun,2012,0.5084144438488187,973.0338352099848,,,5.319764488672762,6,1,2,1,1,1,1,0.5236346270032257,0,0,0,0,152.96367112810708,0,-2080.0,-2.08,3380.0,1300.0,real,real,0,0,False,168.50291639662993,0.6340350619819556,0.2144348153730218,14111.0,5115.0,1233.1749466111116,14.0,309802.0,长顺县,0,1,0,1,1,1
Anlong,2012,0.4355623368612185,1028.5128287986518,,,6.702513152252508,0,1,2,0,0,1,0,0.5134174397601035,0,0,0,0,183.1992850759607,0,6320.0,6.32,6110.0,2350.0,real,real,0,0,False,210.1028162717926,0.6129930048632238,0.2093733826247689,15112.0,4590.0,1285.3294841763973,33.0,410588.0,安龙县,0,1,0,1,1,1
Ceheng,2012,0.5296579165548411,1035.8839590997325,,,0.6167886361640534,4,1,2,0,0,0,0,0.5879226776802501,1,0,0,0,80.83140877598153,0,-1920.0,-1.92,3120.0,1200.0,real,real,0,0,False,92.37875288683604,0.5615075399204922,0.3086663152345809,9958.0,3970.0,861.9173277872616,18.0,160927.0,册亨县,0,0,1,0,1,0
Puan,2012,0.3953225122038201,1031.3768196391227,,,2.889410324973587,45,1,2,1,1,0,0,0.5096022971664728,0,0,1,1,195.9412176347096,0,7360.0,7.36,4420.0,1700.0,real,real,1,0,False,237.928621413576,0.5929735009243864,0.163626463381432,14432.0,4287.0,1540.5955652321445,,295463.0,普安县,1,1,0,1,1,1
Qinglong,2012,0.4500801966865406,1038.7739202938435,,,4.400841459366841,48,1,2,1,1,1,1,0.5392488402548564,0,0,0,0,202.854996243426,0,-2720.0,-2.72,4420.0,1700.0,real,real,0,0,False,255.44703230653644,0.6317062482571011,0.1851255634256278,12600.0,4088.0,1234.5352405371066,16.0,327885.0,晴隆县,1,1,0,1,1,1
Wangmo,2012,0.5394299738931556,978.6623555461592,,,1.847908153841667,64,1,2,1,1,0,0,0.5647911365155242,1,1,0,0,89.82035928143712,0,-2560.0,-2.56,4160.0,1600.0,real,real,0,0,False,106.4891846921797,0.5856663136103221,0.3193308376228357,8501.0,3771.0,869.8967819482223,12.0,174562.0,望谟县,0,1,1,0,0,0
Xingren,2012,0.4195189197899605,1020.4227926259327,,,6.603030601557847,71,1,2,0,0,1,0,0.5088626326884613,0,0,0,0,193.3871383381025,0,,,,,,,0,0,,,,,,,,,,兴仁县,0,0,0,0,0,0
Xingyi,2012,0.435885663087608,1088.9506261541076,,,4.785560651562789,72,1,2,0,0,1,0,0.5201113934149545,0,0,0,0,243.90243902439025,0,3440.0,3.44,10790.0,4150.0,real,real,0,1,True,285.41953232462174,0.6390217904771134,0.100970778584036,26032.0,6389.0,1327.594873338411,48.0,1709920.0,兴义市,1,1,0,1,1,1
Zhenfeng,2012,0.4691015110299664,1018.9162753881736,,,10.521882137488532,81,1,2,0,0,1,0,0.5193393179289864,0,0,0,0,225.0165453342157,0,-3280.0,-3.28,5330.0,2050.0,real,real,0,1,False,271.1640211640212,0.5872453653981878,0.1676029962546816,17595.0,4732.0,972.4791010273306,15.0,458000.0,贞丰县,1,1,0,1,1,0
